гильдейские пошлины 	(иноск.) — купеческие, по гильдиям, по разрядамГильдия — торговый разряд, степень купечества.Ср. Gilde (нем.) — gelten, стоить, считаться, иметь значение — цех, общество, платящее взнос; guild (англ.) — цех, налог; gueude (стар. франц.), geldra (ит.) — толпа.Ср. Gelden (Geld — деньги) — платить.См. первостатейный.
гильотина 	Ср. Головы рубят... человека кладут, и падает этакий широкий нож — по машине, гильотиной называется, тяжело, сильно... Голова отскочит так, что и глазом не успеешь моргнуть!..Достоевский. Идиот. 1, 2.Ср. Ce fut le médecin Guillotin,Comme chacun devine,Qui conçut le desseinDe faire une machine,Que, pour honorer le nom de Guillotin,On nomme Guillotine.Ср. Guillotine.Французское орудие смертной казни, изобретенное А. Луи и механиком Шмитт и получившее название свое от депутата, врача Guillotin, предложившего его 21-го января 1790 г. для уменьшения мук казнимого.Предлагая эту машину, Гильотэн в собрании будто сказал: моей машиной я вам голову отрежу так быстро, что вы и не заметите. Подобной машиной (mannaja) в 1507 г. был казнен дож Генуи, Димитрий Жустиниани, по взятии города Людовиком III.См. я тебя женю так, что ты и не услышишь.
гименей 	(иноск.) — бракСр. Она безобразием превосходит всякое описание, а потому менее всех подает надежду когда-нибудь достигнуть тех счастливых островов, где царствует Гименей.Салтыков. Губ. очерки. 2. Приятное семейство.Ср. Молоденькая дама... очень недавно связала себя узами Гименея.Салтыков. Мелочи жизни. 2, 1, 4.Ср. Тебя страшит проказник милый,Очарователь легкокрылый,И хладной важностью своейТебе несносен Гименей;Ты молишься другому богу...А.С. Пушкин. Платонизм.Ср. Гимен на торжественной ехал колеснице,Купидушки ту везли, прочие шли сице.Тредьяковский.Гименей (красавец в Афинах) убил пиратов, увезших красавиц на один из островов Архипелага. Это подало повод вспоминать о нем во всех брачных "гимнах", а затем ему поклонялись как божеству брака. По одним, он считался другом Аполлона и музы Каллиопы, по другим — Вакха и Венеры.Ср. ύμέναιος (гименей) (бог, гений) — брачный.См. купидон.См. не знаешь, какому святому молиться.
гимн 	I.торжественная песнь вообще в честь боговСр. В безмолвии садов, весной, во мгле ночейПоет под розою восточный соловей.Но роза милая не чувствует, не внемлет,И под влюбленный гимн колеблется и дремлет...Она не слушает, не чувствует поэта...А.С. Пушкин. Соловей.Ср. ύμνος — песнь, гимн.См. боже Царя храни.II.(иноск.) — у нас: "Боже Царя храни!"Гимн народный — небольшая музыкальная пьеса (вокальная или инструментальная), исполняемая народами в честь отечества или главы государства (восторженная песнь вообще)
гимн Меркурию 	(иноск.) — поклонение (Меркурию) богу торговлиСр. Гранит, железо, дерево, мостовая гавани, суда и люди — все дышит мощными звуками бешено-страстного гимна Меркурию.М. Горький. Челкаш.См. дышать.
гимнастика 	(ума) — иноск.: упражнение, развитие его (намек на телесную гимнастику)Ср. Литература у нас во все времена занималась гимнастикою недомолвок и изнурительным переливанием из пустого в порожнее.Салтыков. Недоконченные беседы. 1.Ср. γυμναστική (γυμνός, ногой) — искусство укреплять тело и делать его гибким (посредством упражнений — первоначально без всякой одежды).Ср. γυμνάζω — учу тело (и душу).Ср. γυμνασία — упражнение тела, занятие (оттуда гимназия).См. переливать из пустого в порожнее.
гипербола 	(иноск.) — преувеличениеГиперболический — относящийся к гиперболеСр. От каждого угла, сдается вам, будто так и пахнет кровью, так и веет смертью и преступлением: и это не гипербола, это — факт, неоднократно засвидетельствованный "Полицейской газетой" в дневнике городских приключений.Вс. Крестовский. Петерб. трущобы. 5, 22.Ср. Оставим гиперболические красоты и несколько либеральный тон дифирамба на ответственности редакторов...К.М. Станюкович. Откровенные. 1, 10.Ср. У Державина есть что-то еще более исполинское и парящее, нежели у Ломоносова. Недоумевает ум решить, откуда взялся в нем этот гиперболический размах его речи.Гоголь. Переписка с друзьями. 31. В чем существо русской поэзии.Ср. υπερβολή (υπερβάλλω, перебрасываю) — переход возвышения.См. факт.См. пять тысяч.См. дифирамб.
гипноз 	(иноск.) — забытье, отсутствие сознания (намек на гипноз — род сонного состояния, вызываемого искусственно другим лицом — гипнотизером)Ср. Когда все это было (им) проделано, он точно вышел из гипноза, где говорил, писал, ездил, распоряжался...Боборыкин. Василий Теркин. 2, 24.Ср. ύπνος — сон (ύπνόω, усыпляю).
гипнотизировать 	(иноск.) — внушать незаметно действия, против воли действующего (собств. делать внушения кому во время усыпления его). В гипнозе — в состоянии гипнотизированного, усыпленногоСр. Книги, особенно если они написаны с той уверенностью, которую так часто признаете за талант, всегда несколько гипнотизируют человека.Горький. Читатель.Ср. Постыдно то, что (женщины) в свою очередь гипнотизируют тех, кто связал с ними свою судьбу. Это не фраза, не выходка мужа-раба. Гипнотизация идет годами, ежедневно, ежеминутно... И так все просто, незаметно, петля за петлей разрастается сеть, и вот вы в ней с головой, руками и ногами.Боборыкин. Дома. 3.Ср. И все это я делал не в гипнозе, а сознательно.Там же. 7.
гипотеза(ипотеза) 	предположение (умозрительное), догадкаСр. Леонтий принадлежал к породе ученых, живущих прошлою или идеальною жизнию, жизнию цифр, ипотез, теорий и систем, и не замечающих настоящей кругом текущей жизни. Глядя на него, еще на ребенка, непременно скажешь, что и ученые, по крайней мере такие, как эта порода, подобно поэтам, тоже nascuntur...Гончаров. Обрыв. 2, 5.Ср. Hypothèse (hypothesis) — предположение.Ср. ύπόθεσις (ύπο — τίθημι, пред — полагаю).См. теория.См. система.См. идеал.См. поэт.См. поэты родятся.
гиппические конкурсы 	Ср. Хаос в семье, все друг другу не нравятся; ей неприятно слышать, что говорят ее братья о гиппических конкурсах и дуэлях, а тем неприятно, что она потрошит мертвое тело... вот и идет весь дом — кто в лес, кто по дрова...Лесков. Зимний день.Ср. Гипподром — ристалище.Ср. ίππόδρομος (ίππος, конь — δρόμος, бег) — конское ристалище.Ср. Concours hippique, конное состязание.Ср. ίππικός (ίππος, конь) — конский.См. хаос.См. конкурировать.См. дуэль.См. кто в лес, кто по дрова.
гиппократовы черты 	(иноск.) — предсмертныеСр. Agent psychique, или гиппократовы черты — это непостижимые, роковые, странные обозначения, которые давно известны. Эти неуловимые черты появляются на лицах людей только... накануне того, когда предстоит свершить "великий шаг в страну, откуда путник к нам еще не возвращался".Лесков. Интересные мужчины. 5.Ср. Facies Hippocratica.Лицо Гиппократа.О лице с признаками близкой смерти (подробное описание.)Hippocrat. (460-370). Prognosticon.
гиппокритский 	лицемерныйГиппокрит — лицемерСр. Не гиппокритским языком, истинно говорю — написан канон государю... Прости, что так открыто и просто написан.Данилевский. На Индию. 1, 1.Ср. Hypocrite (фр.) — ύπόκρισις, лицемерие, притворство — лицемерный.
гиппопотам 	(иноск. иронич.) — неуклюжий толстякСр. ...Праздный балагурСрисовать в альбом карикатурНоровит, рекомендуя дамам:Любоваться "сим гиппопотамом".Некрасов. Признания труженика.Ср. Гиппопотам (ίππος, конь — ποταμός, река), бегемот (неуклюжее, толстое животное).Ср. Nilpferd (конь реки Нила), бегемот.См. альбом.См. карикатура.См. рекомендовать.
гирлянда 	длинный венок (лента, кайма), сплетенный из листьев или цветовСр. Garland (англ.), Guirlande (фр.), ghirlanda (ит.), wierelen (Ср. нем.) — каймить.
гиря(на шее) 	иноск.: тягота, неуместная большая помехаСр. Ведь эта гиря привесилась ко мне на шею... "какая гиря — целая баба копровая, тридцать пудов будет в мужике, и орет-то, словно сваи бьет с началу!"Даль. Новые картины русского быта. 2. Самородов.Ср. Ein Klotz am Fuss.
главную роль играть 	(иноск.) — быть главным действующим лицом, распорядителемСр. Как не быть (при этой свадьбе)? Я тут, в некотором роде, главную роль играю (в качестве посаженого отца)...Б.М. Маркевич. Бездна. 1, 13.См. первую скрипку играть.
глагол времен..{.} 	Глагол времен! металла звон!Твой страшный глас меня смущает,Зовет меня, зовет твой стон,Зовет и к гробу приближаетЕдва увидел я сей свет — Уже зубами смерть скрежещет,Как молнией, косою блещет,И дни мои, как злак сечетЗияет время славу стерть:Как в море льются быстры воды,Так в вечность льются дни и годы;Глотает царства алчна смертьДержавин. На смерть кн. Мещерского.Ср. Zahn der Zeit.Зуб времени.Wieland.
Abderiten. 4, 12. Peregrinus Proteus. 3.Ср. Tooth of time.Shakesp. Measure for Measure. 5, 1. Duke.Ср. Saturai dens.Virg.Ср. Tempus edax rerum ("острозубое время").Ср. Simonid. из Кеоса (468 до Р.Х.). Ср. Stob. Eclog. Phys. 1, 8, 22. Ovid. Metam. 15, 234, 872; ex Ponto. 4, 10, 7. Ср. Sophocl. Ajax. 714.Saturnus, Κρόνος, Сатурн (бог времени) изображается с косою и пожирающим своих собственных детей, т.е. время все создает и оно же все скашивает, съедает.Ср. Chronus (χρόνος) — время.См. и точит лезвие косы.
голова 	(глава — главный)Ср. (Me esse) hujus rei caput.Глава в этом деле.Terent.
голова кругом идет(кружится) 	(вм. в голове кружится, мутится от забот или других нравственных причин, как от многих физических причин — от шума, болезни, вина и др.)Ср. Подумаешь умом, головушка кругом.Ср. Пофилософствуй — ум вскружится.Грибоедов. Горе от ума. 2, 1.См. голова трещит.См. вскружить голову.
голова оценена 	(иноск.) — объявлена цена, в виде награды, за выдачу ее
голова с пивной котел, а ума(мозгу) ни ложки 	Ср. "Без ума голова — пивной котел".См. велика Федора, да дура.См. безмозглый.
голова садовая 	бранн.Ср. Вот мы и без двух! А тебе бы, садовая голова, с Погарнина (шуточное название карты) ходить.А.П. Чехов. Винт.
голова трещит 	(иноск.) — болит от болезни, массы забот, точно раздаться хочетСр. До пяти часов утра идет "пивное царство"... На другой день голова трещит. Идет в ход зельтерская вода...П. Боборыкин. Китай-город. 1, 12.
голова! 	(иноск.) — умныйСр. Я, кажется, человек... не то чтобы совсем глупый — напротив, добрые люди еще головой зовут.Салтыков. Губ. оч. 7. Лузгин.См. с головой.
голова(память), что решето 	Гусиная (куриная) память.Ср. Память у меня... то же самое, что в решето воду лить.Гоголь. Ив. Фед. Шпонька.Ср. Vas pertusum.См. бездонную кадку.
головой отвечать 	(иноск.) — уверениеСр. За это отвечать готов я головою.П.И. Хмельницкий. "Воздушные замки" (ком.).
головоломное 	(дело, задача) — иноск.: требующее больших умственных усилийСр. Я пустился на поиски себе нового жилища. Дело это, конечно, не трудное и не головоломное.Лесков. Смех и горе. 18.Ср. Нет задач головоломных.Кн. П.А. Вяземский. Очерки Карлсбада.См. ломать голову.
головомойку дать 	голову вымыть (головомойку дать)(иноск.) — пожурить, нагоняй датьСр. Завтра ему надо голову вымыть. Он такой непослушный...Гончаров. Литературный вечер.Ср. Ну, дали мне головомойку,С полгода поджимал я хвост.Некрасов. Песни о свободном слове. 5.Ср. Никто не в состоянии будет выдержать той головомойки, которую способна задать им одна Марья Александровна!Достоевский. Дядюшкин сон. 10.Ср. Einem den Kopf waschen, zurechtsetzen.Ср. Laver (remonter) la tête sans savon.См. ческу задать.См. намылить голову.См. поджавши хвост.
головотяп 	(иноск.) — ограниченный и упрямый человекСр. Головотяпы имели привычку "тяпать" головами обо все, что ни встретилось на пути. Стена попадется — об стену тяпают; Богу молиться начнут — об пол тяпают.Салтыков. История одного города.
голову вымыть(головомойку дать) 	(иноск.) — пожурить, нагоняй датьСр. Завтра ему надо голову вымыть. Он такой непослушный...Гончаров. Литературный вечер.Ср. Ну, дали мне головомойку,С полгода поджимал я хвост.Некрасов. Песни о свободном слове. 5.Ср. Никто не в состоянии будет выдержать той головомойки, которую способна задать им одна Марья Александровна!Достоевский. Дядюшкин сон. 10.Ср. Einem den Kopf waschen, zurechtsetzen.Ср. Laver (remonter) la tête sans savon.См. ческу задать.См. намылить голову.См. поджавши хвост.
голову на отсечение даю 	(если...) — иноск.: уверенье, божбаХоть голову на плаху!Ср. Чем он дом этот нажил? да я голову на отсечение даю, если он вас уже не надул и уже не обдумывал, как бы еще дальше вас надуть!Достоевский. Идиот. 2, 2.Ср. Ich lass mir den Kopf abschneiden.См. руку на отсеченье даю.
голову сломя 	("взяв ноги в зубы")Ср. Спешу к вам, голову сломя,И как вас нахожу?Грибоедов. Горе от ума. 1, 7. Чацкий.Ср. Es geht über Hals und Kopf.Ср. To go neck and heels to get her.Ср. Prendre ses jambes à son cou.См. в хвост и гриву.
голод лучший повар 	(приварок)Ср. Голод лучший повар: но ему варить нечего.*** Афоризмы.Ср. Der Hunger ist der beste Koch.Vridanc (XIII в.) Bescheidenheit (ed. W. Grimm № 39).Ср. Il n'est sauce que d'appétit.Ср. Appetito non vuol salza,"Il cibo pel digiun s'apprezza".Аппетиту не нужно соуса,Пища голодом ценится.Bojardo. Orlando for. 31, 2.Ср. Cibi condimentum fames est!Приправа к пище — голод.Cic. de finib. 2, 28, 90 (Sokrates. 469-399).Ср. Fames malum panem tenerum et siligineum reddit.Голод дурной хлеб делает нежным пшеничным.Senec. Ep. 117.Ср. Jejunus raro stomachus vulgaria temnit.Голодный желудок редко пренебрегает обыкновенным (неизысканным).Horat. Sat. 2, 2, 38.Ср. ή επιθυμία του σίτου όψον.Голод приправа к хлебу.Ср. Xenoph. Memor. 1, 3, 5. Ср. Porphyr. de abstinentia. 3, 6.
голод не тетка 	(пирожка не подсунет)Голодный и владыка хлеба украдет.Ср. Ежели насильно меня в застольную сведут, так я все-таки есть не буду!.. "Вот лиходейка! Голод не тетка... будет жрать! Ведите в застольную!"Салтыков. Пошехонская старина. 19.Ср. Я войду в избу, коли дверь не заперта, посмотрю, нет ли чего перекусить! Хозяйство, может, хоть не доброе, да ведь и голод не тетка.Гр. А. Толстой. Кн. Серебряный.Ср. Голод не тетка, что-нибудь надобно делать.Островский. Бедность не порок. 1, 2.Ср. Семья у бедняка, а голод, знаешь,Не свой брат...Жуковский. Мат. Фальконе.Ср. Hunger ist Unger.Голод-венгерец (беспощаден, как древний венгерец-воин).См. жена и дети.
голодалкиной волости, села Обнищихина(обыватель) 	иноск.: о нищемСр. Подтянутой губернии,Уезда Терпигорева,Пустопорожней волости,Из смежных деревень — Заплатова, Дырявина,Разутова, Знобишина,Горелова, Неелова,Неурожайка — тож.Некрасов. Кому на Руси. Пролог.См. как ни кинь — все клин.См. хоть шаром покати.
голоден как волк(как собака) 	(иноск.) — очень проголодался (намек на волка, который во время голода особенно лют)Ср. Огромные гайдуки приезжали в загородный дом всегда голодные как волки.Даль. Картины русского быта. 11.См. гайдук.
голодного от пьяного не уметь отличить 	Ср. Пишут, как бы свет весь зановоК общей пользе изменить,А голодного от пьяногоНе умеют отличить.Некрасов. Филантроп.
голодной куме хлеб на уме 	Голодной курице просо снится.Ср. Если б она плясала в длинном платье, она бы, по крайней мере, вымела бы мне двор, — проговорил... дворник: — собаке снится хлеб, а рыба — рыбаку.Лесков. Островитяне. Введение.Ср. Наконец девять часов. Поставят на стол пустые щи, а там, по молитве, и спать. Во сне он (священник) видит, что комиссия об улучшении быта духовенства устраивается... "Б я во сне видел, что нам жалованья прибавили, — сообщает он жене: — а что, ежели сон вещий?"Салтыков. Мелочи жизни. На лоне природы. 2.Ср. Il lupo sogna le pecore.Ср. La volpa sogna le galline.Ср. Sogna il guerrier le schiere,Le selve il cacciator;E sogna il pescatorLe reti e l'amo.Metastasio. Artaserse. 1, 6.Ср. Canis panes somnians.Собака, видящая хлеб во сне.Paul. Manut. Adagia. 1603. cp. Theocrit. in Piscat.См. что у кого болит.
голому разбой не страшен 	Нагой разбоя не боится.Голый — что святой: беды не боится.С голого, что с мертвого: ничего не возьмешь.Ср. Двор раскрыт... у ворот ни запора, ни подворотки, да и зачем? — голый, что святой: ни воров, ни разбоя не боится.Мельников. На горах. 2, 13.Ср. The beggar may sing before the thief.Ср. Qui n'a rien, ne craint rien.Ср. Vivent les gueux!Béranger. Ср. Piron (Société des Bibliophiles. 5. Mélanges).Это слово часто встречается еще в XVIII в.Ср. Fournier. L'esprit des antres.Ср. Cantabit vacuus coram latrone viator.Путешественник неимущий припеваючи пройдет мимо вора.Juvenal. Sat. 10, 32.Ср. Fortuna miserrima tuta est.Бедствие безопасно (бедствующему терять нечего).Ovid. ex Pont. 2, 2, 31.Ср. Nudo vestimenta detrahere.С нагого одежду снимать.Plaut. As. 1, 1.См. гол как турецкий святой.
голос Стентора 	(иноск.) — зычный, громкий, как 50 голосов вместе (намек на Стентора, воина с громким голосом, упоминаемого Гомером в Илиаде)Ср. Stentorstimme (нем.), stentorians voice (англ.), voix de Stentor (франц.).Ср. Vox Stentorea.Ср. Tu miser exclamas, et Stentora vincere possis.Jnven. 13, 12.Ср. Στέντορος φονή.Hom. Il. 5, 785.
голоса разделились 	(иноск.) — вышло разногласиеСм. единогласно.
голоштанный, голоштанник 	(иноск. презр.) — нищийСр. Ишь дружину набрал голоштанную.Полонский. Повесть о правде.Ср. "Без штанов знал! без штанов! а теперь в соболях ездит!" Он забывал при этом и свое прошлое... и что он был бы несказанно счастлив, если б очутился на месте этого голоштанника, который теперь в соболях ходит.Салтыков. Пестрые письма. 8.См. беспорточный.
голубей гонять 	(иноск.) — убивать время, занимаясь пустяками (намек на любителей этого спорта")Ср. Я жил недорослем, гоняя голубей и играя в чехарду с дворовыми мальчишками.А.С. Пушкин. Капитанская дочка.Ср. Максимов. Крылатые слова: разъяснение — как гусей гоняют.См. баклуши бить.
голубить 	(иноск.) — лелеять, нежить (намек на голубиные ласки)Ср. Он голубитЕдину мысль и день, и ночь.А.С. Пушкин. Полтава.Ср. Colombe (фр.), columba (лат.) — голубь.Ср. Columbare — целоваться (носиком клеваться, как голуби).
голубка 	(иноск.) — ласкат. словоГолубчик (ласкат., иногда иронич.)Ср. Кто-то... сказал ласковым словом: — красавица моя, уточка золотая, сизая голубка моя, люб ли я тебе?Даль. Авсень. Картины русского быта. 1.Ср. Подруга дней моих суровых,Голубка дряхлая моя.А.С. Пушкин. К няне.Ср. Профинтил дорогою денежки, голубчик.Гоголь. Ревизор.См. купчик-голубчик.
голый родился; гол и умрешь 	Ср. Родился наг и наг вступает в гроб Руссо.А.С. Пушкин. К другу стихотворцу.Ср. Le plus riche en mourant n'emporte qu'un linceul.Ср. Infantem nudum cum te natura creavit,Paupertatis bonus patienter ferre mémento.Так как ребенком нагим тебя сотворила природа,Бедности бремя свое ты старайся нести терпеливо.Dion. Cato.Ср. Наг изыдох от чрева матери моея, наг и отыду тамо.Иова. 1, 21.См. жил честно...См. в чем мать родила.
голь да перетыка 	(иноск.) — беднотаСр. У иного двор крыт снегом, обнесен ветром, платья — что на себе, а хлеба — что в себе, голь да перетыка, и голо, и босо, и без пояса.П.И. Мельников. На горах. 1, 1.См. голь перекатная.
голь на выдумки хитра 	Голь мудрена: голь на выдумки берет, чем голее, тем мудренее (т.е. умудряется добыть что-либо)Ср. Хитер немец! обезьяну выдумал (народ — о захожих гаерах с обезьянами).Ср. Даль. Толковый словарь.Ср. Πενία σοφίην ελαχεν.Бедности дана мудрость.См. нужда скачет.См. немец обезьяну выдумал.
голь непокрытая 	Голью не укрыться.Ср. Голь, надо полагать, непокрытая. Грабить еще не знает как...Островский. Шутники. 1, 6.См. голь перекатная.
голь перекатная(без весу и меры живет) 	нищета отчаянная, безнадежнаяСр. "Голь перекатна, а фата канаватна" (канават — устарелая шелковая ткань). "Такая голь, что парня нечем высечь".Ср. Богат? — Какое богатство! Голь перекатная.Островский. Без вины виноватые. 1, 3.Ср. Разве это не фортуна, что какая-нибудь голь перекатная — с княжнами, с графинями вместе учится...П.И. Мельников. Бабушкины рассказы. 2.См. на брюхе шелк.
голь, шмоль, ноль и компания 	Ср. Прежде были разбойники, грабители да воры, люди все отчаянные да крупные, а теперь всякая Голь, Шмоль, Ноль и компания аккордом плутуют.Н.С. Лесков. Мелочи архиер. жизни. Русское тайнобрачие. 4.Ср. Воруйте, батюшки, воруйте! Нынче по этой части свободно, потому везде голь да шмоль завелась — как тут деньгам уцелеть!Салтыков. Пестрые письма. 4.Ср. Эти жильцы в общей сложности своей и составляли именно то, что Петр Кузьмич весьма характерно окрестил своеобразным названием Голь, Шмоль, Ноль и Ko.Вс. Крестовский. Петерб. трущобы. 6, 15.
гомеопатическая доза 	иноск.: о малом, в крайне уменьшенном виде (намек на гомеопатическое лечение крупинками)Ср. Принятый в гомеопатической дозе, он (Свищов) был иногда даже забавен, не было человека, который после приема его не пришел бы в известное раздражение нервов.Б.М. Маркевич. Бездна. 2, 10.Ср. В другую карету вспрыгнула Мариорица, окруженная услугами молодых и старых кавалеров, только что мелькнула ее гомеопатическая ножка, обутая в красный сафьянный сапожок.И.И. Лажечников. Ледяной дом. 1, 2.См. кавалер.
гомер(Омир) 	Ср. Гомер написал сказание о знаменитых и достославных мужах Греции... Это до такой степени, с одной стороны, простое, а с другой — возвышенное создание, что даже в древности это творение полагали невозможным для одного человека и была поговорка: "музы диктовали, а Гомер писал".Писемский. Люди сороковых годов. 2, 14.Ср. ...божественный Омир!Ты, тридцати веков кумир.А.С. Пушкин. Евг. Онег. 5, 36.Ср. (Богам Омир) — был закадычный друг:Едал амврозию, тянул и нектар с ними.П.П. Сумароков. Амур, лишенный зрения.Ср. Brisant des potentats la couronne éphémère,Trois mille ans ont passé sur la cendre d'Homère;Et depuis trois mille ans, Homère respecté,Est jeune encore de gloire et d'immortalité.M. I. Chénier. Epître à Voltaire.См. нектар и Амврозия.См. отец.См. кумир.См. закадычный.
гомерический смех 	непотухаемый, неудержимый, несказанныйСр. Глаза наши встречаются, и мы заливаемся таким гомерическим хохотом, что у нас на глазах слезы и мы не в состоянии удержать порывов смеха, который душит нас.Гр. Л.Н. Толстой. Отрочество. 23.Ср. Неудержимый, несмолкаемый смех поднялся у них, как небожителей.Тургенев. Накануне. 15.Ср. Наши дамы взвизгнули и бросились стремглав бегом вон, кавалеры гомерически захохотали.Достоевский. Бесы.
2, 5, 2.Ср. А только поверите ли, господа, я никогда не брал взяток, — сказал Ползунков, недоверчиво оглядывая все собрание. Гомерический, неумолкаемый смех всех залпом покрыл слова Ползункова.Достоевский. Ползунков.Ср. Homerisches (unauslöschliches) Gelächter.Ср. Rire homérique (rire inextinguible).Ср. On partit d'un éclat de rire homérique.Mémoires de la Baronne d'Oberkirch (XVIII s.).Ср. В женихах несказанный АфинаСмех возбудила, их сердце смутив и рассудок расстроив,Дико они хохотали.Жуковский. Одиссея (Ср. Гомера).Ср. άσβεστος γέλως.Homer. Ilias. 1, 599. Odyss. 8, 326.Ср. άσβεστον γέλω.Odyss. 20, 346.άσβεστος = асбест, несгораемый горный лен.
гони природу в дверь, она войдет в окно 	Кот Евстафий покаялся, постригся, посхимился — а все мышей во сне видит.Отсеки собаке хвост и не будет овца.Ср. Гони природу в дверь, она войдет в окно.Ср. Островский. Не сошлись характерами. 3.Ср. "Вот", Муха говорит, "гоняют! Что ж такое?Коль выгонят в окно, так я влечу в другое".Крылов. Муха и Пчела.Ср. Не стройте из домов своих монастырей,Не запирайте жен, как стариц иль зверей,Б то, как явится на час свобода,То госпожа природаСвое возьмет.П.П.
Сумароков. Амур, лишенный зрения.Ср. Die Katze läsat das Mausen nicht.Ср. Quand la fourche à la main, nature on chasserait,Nature cependant sans cesse reviendrait.La Fontaine.Ср. Chassez lea préjugés par la porte, ils rentreront par la fenêtre.Frédéric II à Voltaire. 1771.Ср. Chassez le naturel, il revient au galop.Destouchys (1680-1754). Le Glorieux. 3, 5.Ср. Naturam expellas furca; tamen usque recurret.Гони природу вилами, она всегда возвратится.Horat. Epist. 1, 10, 24.Ср. Naturam furca pellas ex,Sie kehrt doch wieder, diese Hex'.Baggesen (шуточный перевод).См. как волка ни корми, он все в лес глядит.
гонку задать(дать нагоняй) 	(иноск.) — сделать строгий выговорСр. Нешто подождать? А как она тут долго, так муж-то мне такую гонку задаст, что до новых веников не забудешь...Островский. Грех да беда на кого не живет. 4, 1, 2.Ср. Переведу часы; хоть знаю, будет гонка.Грибоедов. Горе от ума. 1, 1. Лиза.См. задали памятку.
гонор(с гонором) 	самолюбивыйСр. У меня возница... Родом из Авиньона. И гонор какой! Бичом хлопает — точно священнодействует.Боборыкин. На ущерб. 2, 7.Ср. Учить тебя не стану; ты сумеешьИ Польши честь, и гонор родовитыйПанов ее достойно поддержать.Островский. Дмитрий Самозванец. 2, 2.Ср. Да-с, это был полячок настоящий, с гонором и с душой!Писемский. Масоны. 3, 3.Ср. Honor (лат.) — честь.См. священнодействовать.
гусь(лапчатый) 	(себе на уме) — намек на загребающие, запускаемые лапыСр. Мы знаем, каков ты лапчатый гусь. Нашему брату, разночинцу, черная работа; господам сниманье сливок...Боборыкин. Василий Теркин. 3, 15.Ср. "Кто говорит вам о суматохе?"... ему о порядке напоминают, к защите порядка его призывают, а он "суматоху" приплел... хорош гусь!Салтыков. Скром. идиллия. 14.Ср. Однако ты, я вижу, хорош гусь. Чего соловьем распелся?Тургенев. Разговор на большой дороге. Селиверст.См. пальцы долги.См. снимать сливки.
гуськом 	идти, стоять (иноск.) — один за другим, чередойСр. Барышни Антуфьевы проходят по коридору гуськом, когда идут гулять...П. Боборыкин. По чужим людям.Ср. Он... последовал за дамами, которые гуськом поднялись в гостиную.Григорович. Проселочные дороги. 1, 1.Ср. Пора и нам указывать путь другим, не все тянуться гуськом.Даль. Фокусник.Ср. По тропинке гуськом тянулись богомольцы...А.П. Чехов. Перекати-поле.См. хвост образовать.См. коридор.
гуттаперчевый 	(иноск.) — бесчувственный, бесстрастный, гибкий, (собств.) сделанный из смолы (камеди) дерева gutta, растущего на острове СуматраСр. "Ведь и я не гуттаперчевая!"Ср. Григорович. Гуттаперчевый мальчик. (Заглавие.)Ср. Getah pertjah (малайск.) — смола Суматры.
гяур 	(иноск. бранн.) — у мусульман всякий немусульманинСр. И дочь неволи, нег и пленаГяуру сердце отдала.А.С. Пушкин. Бахчисарайский фонтан.Гяур (тюрк.) = кяфир (арабск.) — неверующий.
да будет свет 	(иноск.) — просвещениеСр. Рцы, Господи, мне рцы: "в тебе да будет свет!"М.М. Херасков. Владимир возрожденный.Ср. Fiat lux.Девиз, употребляемый при великих открытиях. Изобретателя книгопечатания изображают с полуразвернутым листом, на котором начертано: fiat lux.Ср. Сказал Бог: да будет свет и бысть.Бытие. 1, 3. Ср. Пс. 32, 6.
да воскреснет Бог и расточатся врази Его 	Ср. Мне покойный Павел Афанасьевич (Фамусов) раз навсегда сказал: ты Молчалин, ежели захочется тебе рассуждать, перекрестись и прочитай трижды: да воскреснет Бог и расточатся врази Его! и расточатся!Салтыков. Г-да Молчалины.Ср. Пс. 67, 2.
да мимо идет от меня чаша сия 	(иноск.) — да уйду, спасусь от бедыСр. Не ропщи! Сказано бо в Писании: ропот гневит Господа... А лучше молись: авось все обстроится, и да мимо идет чаша сия.Данилевский. Беглые в Новороссии. 2, 13.Ср. И отошед немного, пал на лице Свое и молился и говорил: Отче Мой! если возможно, да минует Меня чаша сия, впрочем, не как Я хочу, а как Ты.Матф. 26, 39. Марк. 14, 36. Лук. 22, 42.
