...A voli troppo alti e repentini… 	См. Счастью не вовсе верь!.
Благерство 	Благерство — хвастовство, хвастливая болтовня.Благеръ — лгунъ, враль, хвастунъ.Ср. Его безцеремонные пріемы и безшабашное благерство давали... полное основаніе называть его «среднимъ братомъ между Хлестаковымъ и Ноздревымъ».Б. М. Маркевичъ. Бездна. 2, 10.Ср. Blague — ложь, хвастовство. Blagueur, хвастунъ.См. Хлестаков. См. Ноздрев. См. Бесшабашный. См. Церемония.
Благим матом кричать 	Благимъ матомъ кричать (изо всѣхъ силъ, какъ блажной (?)), взывать отчаянно о помощи, какъ въ «злой бѣдѣ».Ср. Сталъ на обрубокъ и хочетъ себѣ петлю на шею надѣть; баба вскрикнула благимъ матомъ, сбѣжались...Достоевскій. Преступленіе и наказаніе. 2, 4.Ср. Собака... стала хватать его за шинель... Онъ закричалъ благимъ матомъ...Писемскій. Люди сороковыхъ годовъ. 4, 17.Ср. Показать только линекъ (промолвилъ урядникъ), такъ благимъ матомъ вспрыгнешь, словно заяцъ съ капусты...Марлинскій. Лейтенантъ Бѣлозоровъ. 2.Поясн. Благой — злой, дурной; напр. дорога благая (дурная): ѣхать благо (ѣзды нѣтъ).Ср. Поѣзжай прямикомъ. Дорога блага, зато недалеко.Мельниковъ. Въ лѣсахъ.
Благо ми, яко смирил мя еси 	Благо ми, яко смирилъ мя еси.Поясн. Слова кн. А. Д. Меньшикова (въ Березовѣ). Эти же слова написаны были углемъ на окнѣ Ревельской тюрьмы умершимъ тамъ (1772 г.) въ заточеніи, бывшимъ архіепископомъ Арсеніемъ Мацѣевичемъ.Ср. Благо мнѣ, что я пострадалъ, дабы научиться уставамъ Твоимъ.Псалм. 118, 71.
Благоверный мой 	Благовѣрный мой. Благовѣрная моя (иноск. шут.) супругъ-глава, супруга-глава (намекъ на наименованіе членовъ Императорской семьи благовѣрными).Ср. Благовѣрный-то твой грибъ съѣлъ.Лѣсковъ. На ножахъ. 5, 33.Ср. Я ей (теткѣ) скоро глаза открою; она увидитъ ясно, что̀ за человѣкъ ея супругъ благовѣрный.Островскій. Красавецъ мужчина. 1, 5.Поясн. Благовѣрный (въ прям. смыслѣ) — православный.См. Съесть гриб.
Благодарю, не ожидал! 	Благодарю, не ожидалъ! (иноск.) упрекъ (не ожидалъ такого сюрприза).Ср. Благодарю, не ожидалъ... То есть, впрочемъ, совсѣмъ наоборотъ сказать требуется, потому отъ васъ всегда этого самаго ожидать надобно! До чиста, значитъ, дали обобрать себя.Маркевичъ. Чадъ жизни. 3, 2.Ср. Благодарю, не ожидалъ.Чистяковъ. „Благодарю не ожидалъ“.
Благорастворение воздухов 	Благораствореніе воздуховъ (весна благорастворяетъ воздухъ).Ср. Воздухъ былъ благораствореннѣйшій.Лѣсковъ. Соборяне. 3, 19.Ср. Смѣйтесь! веселитесь! скоро, скоро наступитъ благораствореніе воздуховъ, и помеломъ очищено будетъ ваше нечистое торжище!Салтыковъ. Литераторы-обыватели.Ср. Нужно для полнаго счастія нашей родины, чтобы мужикъ, говоря стихомъ Державина, «ѣлъ добры щи и пиво пилъ». Если это есть — значитъ, страна кипитъ млекомъ и медомъ и вездѣ чувствуется благораствореніе воздуховъ и изобиліе плодовъ земныхъ...Салтыковъ. Убѣжище Монрепо. 3.Ср. О благораствореніи воздуховъ, о изобиліи плодовъ земныхъ и временѣхъ мирныхъ Господу помолимся.Поясн. Одно изъ прошеній великой ектеніи (т. е. объ избавленіи отъ моровой язвы, заражающей воздухъ, — отъ неурожая и войны).См. Курица в супе. См. Земля, где течет молоко и мед.
Благородный свидетель 	Благородный свидѣтель.Ср. Были благородные свидѣтели: всѣ видѣли, какъ онъ съ презрительнымъ видомъ усмѣхнулся.Салтыковъ. Просители. Провинц. сцены.Ср. Соглядатай французъ — вотъ истинный мастеръ своего дѣла. Онъ облюбуетъ и направитъ свою жертву издалека, почти не прикасаясь къ ней и строго стараясь держаться въ сторонѣ, въ качествѣ благороднаго свидѣтеля.Салтыковъ. Благонамѣренныя рѣчи. Охранители.Ср. Classicus testis. Надежный свидѣтель (— для засвидѣтельствованія духовныхъ завѣщаній и др. бумагъ).Ср. Classici testes dicebantur, qui signandis testamentis adhibebantur.Verrius Flaccus (около Р. Х.). Ср. Paulus Diaconus. p. 56.
Благословить 	Благословить (иноск. шут. народн.) ударить.Ср. Вотъ я тебя благословлю (подымая кулакъ).
Благостыня 	Благостыня (иноск. народн.) награда, плата.Ср. А велика-ль благостыня?Фонвизинъ. Недоросль.
Благоуханный 	Благоуханный (иноск.) услаждающій какъ благоуханіе.Ср. Твоихъ рѣчей благоуханныхъОтраденъ чистый былъ елей.А. С. Пушкинъ. Стансы.См. Елей.
Благую часть избрать 	Благую часть избрать.Ср. Эхъ... посмотрю я на васъ — благую вы часть избрали: снимаете пѣнки со сливокъ Европы, сегодня тутъ, завтра тамъ...Боборыкинъ. На ущербѣ. 1, 2.Ср. Сестра Марѳы, Марія, сѣла у ногъ Іисуса и слушала Его. Марѳа же заботилась о большомъ угощеніи и сказала: Господи! скажи, чтобы Марія помогла мнѣ. Іисусъ сказалъ ей въ отвѣтъ: Марѳа! Марѳа! ты заботишься и суетишься о многомъ: а одно только нужно. Марія же избрала благую часть, которая не отнимется у нея.Лук. 10, 39—42.См. Пенку снимать.
Блажен муж, иже не иде на совет нечестивых 	Блаженъ мужъ, иже не иде на совѣтъ нечестивыхъ.Ср. И по писанію, блаженъ тотъ мужъ, кто къ нечестивымъ на совѣтъ не ходитъ.Островскій. К. З. Мининъ. 1, 5.Ср. Замятня-Опалевъ... узнавъ, что простой мясникъ, Козьма Сухорукой, наименованъ такимъ же, какъ онъ, думнымъ дворяниномъ, ускакалъ назадъ въ свои вотчины, повторяя съ важностію любимое свое изреченіе: Блаженъ мужъ, иже не иде на совѣтъ нечестивыхъ.Загоскинъ. Юрій Милославскій. 3. 9.Ср. Блаженъ, кто къ злымъ въ совѣтъ не ходитъ.Ломоносовъ.Ср. Если будутъ склонять тебя грѣшники, не соглашайся.Притч. Солом. 1, 10. Ср. Пс. 1, 1.
Блажен — не тот, кто всех умнее, Но тот, кто, будучи глупцом, Себя считает мудрецом 	Блаженъ — не тотъ, кто всѣхъ умнѣе,Но тотъ, кто, будучи глупцомъ,Себя считаетъ мудрецомъ.
Блажен, иже и скоты милует 	Блаженъ, иже и скоты милуетъ.Ср. Признайся же, что ты бездѣльникъ! — «Кто Богу не грѣшенъ, царю не виноватъ», — отвѣчалъ Бѣлоусъ: «блаженъ мужъ, иже милуетъ и скоты!» — Его освободили...Даль. Сказка о Рогвольдѣ.Ср. Сколько имъ отъ меня внушеній было, — на головѣ зарубилъ, что «блаженъ человѣкъ, иже и скоты милуетъ... ничего въ толкъ не берутъ!Писемскій. Лѣшій. Управитель.Ср. Праведный печется и о жизни скота своего.Пр. Солом. 12, 10.См. На носу зарубить.
Блажен, кому с друзьями Свою весну пропировать дано, Кто видит мир туманными глазами И любит жизнь за песню и вино 	Все тлѣнъ и мигъ! Блаженъ, кому съ друзьямиСвою весну пропировать дано,Кто видитъ міръ туманными глазамиИ любитъ жизнь за пѣсню и вино.
Блажен, кто верует, — тепло тому на свете! 	Блаженъ, кто вѣруетъ, — тепло тому на свѣтѣ!Грибоѣдовъ. Горе отъ ума. 1, 6. Чацкій.Ср. In deinem Glauben ist dein Himmel,In deinem Herzen ist dein Glück.Въ твоей вѣрѣ — твое небо,Въ твоемъ сердцѣ — твое счастье.E. M. Arndt. Späteres. Lichtblick an Elisa.Ср. Der Glaube macht selig.Ср. Кто будетъ вѣровать, спасенъ будетъ.Марк. 16, 16.
Блажен, кто рассуждает мало И кто не думает совсем 	Блаженъ, кто разсуждаетъ малоИ кто не думаетъ совсѣмъ.
Блажен, кто с молоду был молод, Блажен, кто во время созрел 	Блаженъ, кто съ молоду былъ молодъ,Блаженъ, кто во время созрѣлъ.
Блажен, сто крат блажен, кто в тишине живет 	Блаженъ, сто кратъ блаженъ, кто въ тишинѣ живетъ.В. Л. Пушкинъ. Опасный сосѣдъ.Ср. Быть славнымъ — хорошо, спокойнымъ — лучше вдвое.А. С. Пушкинъ. Къ другу-стихотворцу.Ср. Блаженъ, кто мирно обитаетъВъ завѣтномъ прадѣдовъ селѣ.
Блаженны нищие духом, ибо их есть царство небесное 	Блаженны нищіе духомъ, ибо ихъ есть царство небесное.Ср. Armuth des Geistes Gott erfreut,Armuth und nicht Armseligkeit.M. Claudius.Ср. Bien-heureux les pauvres d’esprit.Ср. Блаженны нищіе духомъ, ибо ихъ есть царство небесное.Матѳ. 5, 3. Лук. 6, 20.См. Праведному закон не писан. См. Нищий духом.
Блаженный 	Блаженный (иноск.) шалунъ, проказникъ, дурачекъ (съ блажью).Ср. Блажить — дурить.
Блаженныя(-ой) памяти 	Блаженныя (ой) памяти (говорится при поминаніи усопшихъ, особенно сердцу дорогихъ лицъ (а иногда и въ шутку, иронически), а также особенно употребительно — объ усопшихъ государяхъ и высокопоставленныхъ духовныхъ лицахъ).Ср. Какъ бы капиталы новаго банка не пошли туда же, куда и блаженной памяти выкупныя свидѣтельства.Боборыкинъ. Поумнѣлъ. 5.Ср. Садясь за зеленую кузницу съ одною только бѣлою бумажкою — блаженныя памяти — онъ вставалъ изъ-за него, забастовавъ черезъ полчаса, словно казначей или квартирместръ въ началѣ трети, съ туго набитымъ карманомъ.Даль. Картины русскаго быта. 12.Ср. Всемилостивѣйшій государь, блаженныя и вѣко-достойныя памяти, соблаговолилъ подойти ко мнѣ... поднялъ державною дланью власы на главѣ моей и, взглянувъ пристально мнѣ въ очи, а скиптроносною ударивъ по челу моему, произнесъ: «О! этотъ малый — труженикъ: онъ мастеромъ никогда не будетъ».И. И. Лажечниковъ. Ледяной домъ. 1, 6. Тредьяковскій.Поясн. Бѣлая бумажка — старинная двадцатипятирублевая.См. Зеленое поле, сукно. См. Забастовать.
Бланкированный вексель 	Бланкированный вексель (т. е. съ бланкомъ — подписью имени лица, отвѣчающаго за уплату по немъ).Ср. То тамъ, то въ другомъ мѣстѣ еще и еще проскальзываютъ то собственные векселя Бодростина, то бланкированные имъ векселя Казимиры.Лѣсковъ. На ножахъ. 5, 3.Ср. Blanc-seing (signé) — надпись бланковая на бѣлой (чистой) бумагѣ (предварительная подпись).Ср. Signum (signo, отмѣчаю) знакъ.
Бледнеть 	Блѣднѣть (иноск.) терять живость, яркость цвѣта, казаться слабымъ, менѣе важнымъ въ сравненіи съ другимъ.Ср. Всѣ ваши разсказы объ этомъ блажномъ человѣкѣ блѣднѣютъ передъ его затѣями, которыхъ я былъ свидѣтелемъ.***См. Бледный как полотно.
Бледное описание 	Блѣдное описаніе (иноск.) вялое, слабое.См. Бесцветный. См. Бледнеть.
Бледный как полотно 	Блѣдный (бѣлый) какъ полотно (отъ страха, волненія).Ср. Какъ полотно поблѣднѣла Дуня и глаза ея разгорѣлись... Хотѣла что-то сказать, но не могла...Мельниковъ. На горахъ. 2, 11.Ср. Какъ послышалъ... о чемъ рѣчь идетъ, такъ и побѣлѣлъ, что твое полотенце. А, подумалъ я, вотъ то-то: видно пословицу-то про кошку да зайца люди не съ вѣтра взяли.Даль. Хлѣбное дѣльце. Картины русскаго быта. 4.Ср. Бѣдная Луиза, блѣдная какъ полотно, была ни жива, ни мертва...Марлинскій. Замокъ Эйзенъ.См. Труслив, что заяц, блудлив, что кошка. См. С ветра. См. Ни жив, ни мертв. См. Зеленеть. См. Бледный как смерть.
Бледный как смерть 	Блѣдный какъ смерть.Ср. Ты прозаикъ, я поэтъ;Ты богатъ, я бѣденъ;Ты румянъ, какъ маковъ цвѣтъ,Я, какъ смерть, и тощъ, и блѣденъ.А. С. Пушкинъ. Ты и я.Ср. Машка моя видитъ, что я блѣдна какъ смерть. «Душенька барыня», говоритъ мнѣ, «вы блѣдны какъ смерть».Гоголь. Мертвыя души. 1, 9.См. Маков цвет. См. Бледный как полотно. См. Проза.
Блезир 	Блезиръ (для своего блезира; шут.), удовольствіе.Ср. Адьё, монъ плезиръ! (все кончено).Ср. Простись тогда съ окладомъ и другими блезирами.Д. Григоровичъ. Недолгое счастье.Ср. Она поставила засаду изъ лакеевъ. И если бы не мой Тамерланъ (собака), ну, адьё, монъ плезиръ! Только бы вы меня и видѣли....Островскій. Волки и овцы. 5, 3.Ср. Plaisir — удовольствіе.См. Для блезира.
Блекнуть 	Блекнуть (иноск.) лишаться свѣжести — вянуть (какъ цвѣты).Ср. Я, благодаря всѣмъ этимъ моимъ заботамъ, поблекъ, такъ сказать, ранѣе времени.Маркевичъ. Бѣлокурая красавица.См. Скольких бодрых жизнь поблёкла! Скольких низких рок щадит!.... См. Увядать.
Блестеть 	Блестѣть (иноск.) отличаться, поражая своими достоинствами.Блестящій — славный.Ср. А мы... ничѣмъ мы не блестимъ...А. С. Пушкинъ. Евгеній Онѣгинъ.Ср. Что геній для иныхъ, а для иныхъ чума,Который скоръ, блестящъ и скоро опротивитъ.Грибоѣдовъ. Горе отъ ума. 3, 1.Ср. Briller — блестѣть.Ср. Tel brille au second rang, qui s’éclipse au premier.Пер. Иной блеститъ во вторыхъ рядахъ, кто не замѣтенъ въ первыхъ.Voltaire. La Henriade. 1, 31.См. Блистать своим отсутствием.
Блёстки 	Блёстки (иноск.) яркія, но мишурныя черты въ словахъ (намекъ на блестящіе кружечки, нанизанные на ткани).Поясн. «Блёстки разсыпать» (иноск.) пускать пыль въ глаза.Ср. Но скученъ намъ простой и гордый твой языкъ,Насъ тѣшатъ блёстки и обманы.Лермонтовъ. Поэтъ.См. Мишура.
Ближняя родня: на одном солнышке онучи сушили 	Ближняя родня: на одномъ солнышкѣ онучи сушили.Ср. Бабушка этого богача съ бабушкой матроски, какъ говорятъ, на одномъ солнышкѣ чулочки сушили, и въ силу этого ближающаго обстоятельства матроска считала богача своимъ дяденькой.Лѣсковъ. Обойденные. 1, 3.Ср. Причитается племянникомъ, сродникомъ зовется, да какая-жъ въ самомъ-то дѣлѣ родня? Седмая водица на квасинѣ, на одномъ солнышкѣ онучи сушили.Мельниковъ. На горахъ. 1, 10.См. Седмая вода на киселе. См. На его бабушке сарафан горел, а мой дедушка пришел да руки погрел.
Близ царя — близ смерти 	Близъ царя — близъ смерти (намекъ на времена татарскаго ига, когда въ ордѣ совершались казни надъ князьями, а также — на казни при Іоаннѣ Грозномъ).Ср. Карамзинъ. И. Г. Р. 6.Ср. Царь огонь, а ходя около него, опалишься (намекъ на опалу, особенно во времена Іоанна Грознаго).Ср. Procul a Jove, procul a fulmine.Пер. Дальше отъ Юпитера, дальше отъ молніи.(Перешло съ греческаго. Ср. Eberhardi Tappii Adagia. 1539 г.).Ср. ἔπεδεν ὑπ’ὀργὴν — подвергся опалѣ (пылу гнѣва).См. Царев гнев — посол смерти.
Близко локоть, да не укусишь 	Близко локоть, да не укусишь (иноск.) и близко, да не достанешь — не удастся.Ср. Да, сказалъ объѣздчикъ — близокъ локоть, да не укусишь... Есть счастье (кладъ), да нѣтъ ума искать его.А. П. Чеховъ. Счастье.Ср. Смотритъ (квартальный «съ совѣстью въ карманѣ») — лежитъ (на базарѣ) всякая живность, разостланы всякія матеріи, и все это какъ будто говоритъ: вотъ и близокъ локоть, да не укусишь!Салтыковъ. Сказки. Пропала совѣсть.Ср. Послушался бы меня намедни, какъ совѣтоваться пріѣзжалъ, а теперь... мучить ты себя будешь — а локтя всетаки не укусишь.И. С. Тургеневъ. Степной король Лиръ. 15.Ср. Das Nächste steht oft unerreichbar fern.Пер. Ближайшее часто — недостижимо далеко.Göthe. Die natürliche Tochter. 4, 3.Ср. Εἰ δέον (ἡδεῖον) ῥέει, ἀλλὰ ἔχει τρύπαν.Пер. Пріятное течетъ, но есть дыра (въ смыслѣ: недостижимо).Ср. Krumbacher. Mittelgr. Sprichw.Ср. Ἄλλην μὲν ἐξηντλοῦμεν ἡ δ’ἐπεὶ ρέει.Пер. Одну бѣду мы одолѣемъ, а другая приходитъ.Zenob. 1, 75.См. Видит собака молоко, да рыло коротко. См. Око видит, да зуб неймет.
Близорукий 	Близорукій (иноск.) недальновидный, недогадливый.Ср. Ужели вправду мнилъ ты, близорукій,Сковать свои мечты.А. Толстой.
Блик 	Бликъ — отраженіе яркаго свѣта (намекъ на блики, освѣщеніе, наносимое живописцами на блестящія точки въ картинѣ).Ср. Тухнувшіе уголья кидали багровые, перебѣгающіе блики на его мертвенно блѣдное лицо и на голый лобъ, и эта игра свѣта какъ будто придавала ему какую-то жизненность.Вс. Крестовскій. Внѣ закона. 1, 1.Ср. Blick (нѣм.) взоръ — самая свѣтлая точка на картинѣ.
Блин 	Блинъ (иноск.) плоское, круглое, аляповатое.Ср. И круглый, и жирный, какъ блинъ.Н. Пушкаревъ.Ср. Что это за блинъ? сказалъ профессоръ, скользнувъ взглядомъ по картинѣ.Гончаровъ. Обрывъ.Ср. Посреди небесныхъ тѣлъЛикъ луны туманный:Какъ онъ круглъ и какъ онъ бѣлъ,Будто блинъ съ сметаной.Лермонтовъ. 1834.Поясн. Блинъ = на сковородѣ печеная лепешка изъ жидкаго тѣста.См. Первый блин комом.
Блином масляным в рот лезет 	Блиномъ маслянымъ въ ротъ лѣзетъ (иноск.) льстецъ.Ср. Подъѣхать подъ кого, маслянымъ блиномъ кому въ ротъ залѣзть, угодить угодному, неугодному — на это ее знать, тутъ она (моя сестрица) великая мастерица.Мельниковъ. На горахъ. 3, 8.См. Смастерить. См. Без мыла в душу влезть, въехать.
Блистать своим отсутствием 	Блистать своимъ отсутствіемъ.Ср. Ѳомы Ѳомича, который былъ полновластнымъ владыкою дома, — не было: онъ блисталъ своимъ отсутствіемъ и какъ будто унесъ съ собою свѣтъ изъ комнаты.Достоевскій. Село Степанчиково. 1, 4.Ср. Brutus et Cassius brillaient par leur absence.J. Chénier. Tibère. 1, 1.Ср. Praefulgebant Cassius atque Brutus eo ipso, quod effigies eorum non videbantur.Пер. Тѣмъ блистали, что ихъ изображеніе не было видно.Tacit. Annal. 3, 76.Поясн. Въ Прусской правительственной газетѣ (18-го апр. 1846 г.), въ статьѣ фонъ-Раумера († 1856) сказано было, что принцъ Адальбертъ Прусскій, по случаю пребыванія его въ Индіи, былъ «rühmlichst abwesend» на похоронахъ матери своей въ Берлинѣ.См. Абсентеизм.
Блох много! 	Блохъ много! (иноск.) шалостей.Охъ, охъ! много въ тебѣ блохъ!Ср. Заблошиться (иноск.) перенять дурное (въ дурномъ обществѣ).Ср. Однако, милостивые государи, въ васъ блохъ-то еще довольно! процѣдилъ онъ сквозь зубы и, не подавая мнѣ руки, гордо прослѣдовалъ въ переднюю.Салтыковъ. Сборникъ. Похороны.Ср. Груша что-то затѣваетъ... у нея, вишь, все свои затѣи.... Ой, Груша, Груша... много въ тебѣ блохъ!Даль. Авсень. Картины русскаго быта. 1.См. Цедить сквозь зубы.
Бутондамуры 	Бутондамуры (шуточно) прыщи на лицахъ зрѣлаго возраста.Ср. Она принадлежала къ числу тѣхъ барышень неопредѣленнаго возраста, которыя говорятъ: «тогда», упоминая о чемъ-нибудь бывшемъ за десять лѣтъ, и «перестаньте», когда вы вовсе не думали начинать; бутондамуры были самымъ замѣчательнымъ украшеніемъ ея лица.Григоровичъ. Два генерала. 16.Ср. Bouton (d’amour), бутонъ (цвѣтная почка) — прыщъ (любви).Ср. Bouter (старинн.) — pousser — толкать (распускаться).
Бутуз 	Бутузъ — маленькій толстощекій мальчикъ.Ср. Какой хорошенькій мальчикъ! сказала дама. — Чей это?... Посмотрите, какая прелесть, Боже мой, онъ спитъ. Бутузъ ты мой милый...А. П. Чеховъ. Степь. 3.Ср. Экій бутузъ, снисходительно проговорилъ Павелъ Петровичъ.Тургеневъ. Отцы и дѣти.
Буфет 	Буфетъ (иноск.) комната, гдѣ подаются гостямъ напитки, фрукты и др. угощенія (комната при столовой).Ср. Балъ былъ оживленъ, особенно буфетъ.*** На балу.Ср. Buvette (boire, пить) — буфетъ, трактиръ, гдѣ пьютъ.
Буффонство 	Буффонство — (пошлое) шутовство.Буффонить, заниматься шутовствомъ, шутить какъ буффонъ, гаеръ.Ср. Мнѣ не случалось въ жизни встрѣчать человѣка, болѣе довольнаго своею судьбою, чѣмъ этотъ вѣчно готовый на шутку, на буффонство... старый итальянецъ.Маркевичъ. Изъ прожитыхъ дней. 2.Ср. Все это должно быть выражено романтически, безъ буффонства.А. С. Пушкинъ. Письмо къ брату.Ср. Bouffon (bouffer — пучиться, пыщиться, топыриться, надуваться) шутъ.Ср. Bouffa, шутка; buffare, шутить; buffone, шутъ.Ср. Basso buffo (басъ на веселыя роли).Ср. Bouf (звукоподр.), звукъ, издаваемый ртомъ послѣ надуванія щекъ.
Бух! 	Бухъ! (упало.)Ср. Бухъ (бухнуть), — паденіе.Ср. Потомъ печатаетъ и въ Лету            Бухъ!А. С. Пушкинъ. Исторія стихотворца.Ср. И съ возомъ — бухъ въ канаву!Крыловъ. Обозъ.См. Хлоп. См. Брякнуть. См. Не поглядев в святцы, да бух в колокол.
Бухнуть(слово) 	Бухнуть (слово) — напрямикъ, невпопадъ (необдуманно — вдругъ).Ср. Вамъ (Катерина Петровна), можетъ быть, завидно, что она замужъ выходитъ, бухнулъ спроста Степочка.Писемскій. Богатый женихъ. 2, 1.См. Брякнуть.
Буцефал 	Буцефалъ (иноск.) конь.Ср. Пли! и... одного молодца угодило въ полъ коня, и онъ, вмѣстѣ съ буцефаломъ своимъ, мельницей закрутился въ воздухѣ.Марлинскій. Письма изъ Дагестана. 2.Ср. Онъ (карла) ѣзжалъ на своемъ буцефалѣ и въ гостиный дворъ, и на почту. Собака-конь извѣстна была въ околоткѣ.И. И. Лажечниковъ. Ледяной домъ. 3, 6.Ср. Буцефалъ (Βουκέφαλος — бычья голова) — конь Александра Македонскаго.
Бывают странны сны, а на яву страннее 	Бываютъ странны сны, а на яву страннѣе.Грибоѣдовъ. Горе отъ ума. 1, 4. Фамусовъ.Ср. Son veramente i sogni....Immagini del dì guaste e corrotteDall’ ombre della notte.Bat. Guarini. Il Pastor Fido. 1, 4.
Был конь, да изъездился 	Былъ конь, да изъѣздился.Ср. Прошла моя пора; былъ конь, да изъѣздился.Тургеневъ. Отрывки. Старые портреты.Ср. Гдѣ ужъ мнѣ? Былъ конь, да уѣздился! Хе-хе-хе! Пора и молодымъ дорогу дать.Островскій. На всякаго мудреца довольно простоты. 4, 1, 2.См. Укачали бурку крутые горки.
Был таков 	Былъ таковъ (иноск.) исчезъ.Ср. Встрѣчаюсь-ли съ знакомыми: поклонъ, да былъ таковъ.А. Ѳ. Мерзляковъ. Пѣсня „Среди долины ровныя“.Ср. Ворона каркнула во все воронье горло;Сыръ выпалъ — съ нимъ была плутовка такова.Крыловъ. Ворона и Лисица.См. Поминай как звали.
Был(о) да сплыл(о) 	Былъ(о) да сплылъ(о), иноск. — теперь нѣтъ.Ср. Перестанемъ про него вспоминать... Господь съ нимъ! Былъ у насъ Петръ Степанычъ да сплылъ, значитъ, и дѣлу аминь.Мельниковъ. На горахъ. 2, 10.Ср. Я сама была помѣщица... у меня такія-то, какъ ты, пикнуть не смѣли, по ниточкѣ ходили... «Были да сплыли». То-то бодливой коровѣ Богъ рогъ не даетъ.Островскій. Воспитанница. 2.См. Аминь, аминь, рассыпься. См. Ни пикнуть. См. По нитке ходить. См. Бодливой корове Бог рог не дает.
Была без радостей любовь, разлука будет без печали 	Была безъ радостей любовь, разлука будетъ безъ печали (не о чемъ жалѣть).Ср. Въ толпѣ другъ друга мы узнали,Сошлись и разойдемся вновь,Была безъ радостей любовь,Разлука будетъ безъ печали.
Была бы булава — будет голова 	Была бы булава — будетъ голова.Ср. Была бы булава — будетъ голова: власть дѣло великое.Марлинскій. Наѣзды. 1.Ср. Я не говорю, что отъ важности станешь разумнѣе, а только разумнѣе покажешься.Тамъ же.Ср. Wem Gott ein Amt giebt, dem giebt er auch Verstand.Пер. Кому Богъ даетъ должность, тому даетъ и — разумъ (т. е. право, чтобы онъ — себя и другіе — его считали разумнымъ).Поясн. Булава (гетманская) — знакъ начальственной власти.См. Если голова пуста, то голове ума не придадут места.
Была бы изба нова, а сверчки будут 	Была бы изба нова, а сверчки будутъ.Ср. По неисповѣдимой волѣ судебъ, у насъ какъ-то всегда такъ случается, что никакое порядочное намѣреніе, никакая здоровая мысль не могутъ удержаться долгое время на первоначальной своей высотѣ. Не успѣли вы порядкомъ оглядѣться въ новомъ порядкѣ, какъ уже замѣчаете, что въ немъ нѣчто помутилось. Вглядитесь пристальнѣе, и вы убѣдитесь, что тутъ суетится и хлопочетъ цѣлый легіонъ разнообразнѣйшихъ чужеземныхъ элементовъ.Салтыковъ. Письма о провинціи.Ср. И съ обществами та-жъ судьба (сказать межъ нами),Что съ деревянными домами:Хозяева въ него еще не вобрались,А ужъ сверчки давно въ немъ завелись.
Была бы собака, а палка будет 	Была бы собака, а палка будетъ.Ср. Была бы спина, а то будетъ вина!Салтыковъ. Пошехонская старина. 18.Ср. Qui veut noyer son chien, l’accuse de la rage.Ср. Προφασέως δέεται μόνον ἡ πονηρία.Пер. Злой поступокъ нуждается только въ предлогѣ.Aristot.
Была игра! 	Была игра! (иноск.) скандалъ — свалка, драка (какъ между спорящими и расходившимися игроками).Ср. Ну, милѣйшій мой — была игра! и былъ скандалъ, достойный твоего сатирическаго ума и твоей неподражаемой кисти!... Участвовалъ я на юбилеѣ эконома... дѣло кончилось... великимъ скандаломъ, нѣсколькими тычками, но безъ тѣни дуэли...Дружининъ. Новыя замѣтки туриста.Ср. А у васъ на лицѣ — allegro furioso написано. Понялъ: была игра, значитъ (изображаетъ руками столкновеніе).Маркевичъ. Чадъ жизни. 4, 5.См. Скандал. См. Юбилей. См. Дуэль.
Была не была 	Была не была (качай съ плеча, куда ни шла) — пусть будетъ, что будетъ (ходу! валяй!).Ср. Господинъ Голядкинъ (вскочившій на чужой балъ непрошенный) мысленно сказалъ себѣ «была не была» и къ собственному своему величайшему изумленію ... началъ вдругъ говорить...Достоевскій. Двойникъ. 4.Ср. Ну, была не была, пошла такова! Самъ къ нему пойду.Мельниковъ. На горахъ. 1, 14.См. Очертя голову. См. Куда кривая ни вынесет. См. Vogue la galère.
Было бы болото, черти будут 	Было бы болото, черти будутъ.Было бы пиво, а гости будутъ.Былъ бы хлѣбъ, а зубы сыщутся.Были бы крошки, а мышки будутъ.
Было бы горячо подано! 	Было бы горячо подано! (иноск.) о взвинченномъ краснорѣчіи для вящшей убѣдительности.Ср. Экъ вѣдь «фразъ-то», экъ вѣдь «чувствъ-то»! Было бы горячо подано, а вкусъ вѣрно какой-нибудь выйдетъ!Достоевскій. Дневникъ 1876 г. Май. 1, 4.Ср. Старуха моя, коли похлебать чего хочешь, сваритъ тебѣ щецъ — за вкусъ не берусь, а горячо да мокренько будетъ!Даль. Сказка о Иванѣ, молодомъ сержантѣ.См. Без фраз.
Было бы корыто(в корыте), а свиньи найдутся 	Было бы корыто (въ корытѣ), а свиньи найдутся.Ср. Пушкинъ, когда видѣлъ заботу не о главномъ, но о томъ, что уже исходитъ изъ главнаго, обыкновенно выражался пословицей: «было бы корыто, а свиньи будутъ».Пер. Мосты, дороги и всѣ эти сообщенія суть свиньи, а не что-либо другое: были бы города, а они сами собой прибѣгутъ.Гоголь. Переписка съ друзьями. 28. Занимающему важное мѣсто.Ср. Было бы корыто, а свиньи будутъ.А. С. Пушкинъ. Письмо къ женѣ 30-го окт. 1833 г.См. Было бы болото, черти будут.
